,singer,song
431600,Suicide Commando,Plastic Christ
308043,Dany Brillant,Ne Va Pas Trop Vite
717447,Tinariwen,Enseqi Ehad Didagh
249800,Connie Francis,Lipstick On Your Collar
888145,Terry Riley,Salome's Excellent Extension_ Part I
499465,Chris Spedding,New York City
80619,DJ Bobo,Bring the Beat Back Instrumental
131989,Paul White,Grimy Light
255210,Mark Lowry,Mama's On Hold (Album)
245356,Josh White,Sam Hall (LP Version)
217569,Golden Bug,LookLookLook
408416,Thomas Cunningham,You Got It Goin' On
203166,Mira,Waiting
678587,Donna Fargo,That Was Yesterday
199346,Héroes del Silencio,¡ Rueda_ Fortuna ! (Live Version 1995)
771821,S Club,Discotek
4750,Mikel Erentxun,En El Trampolin
129206,A.T.P.,Urlaub
368111,Freestyle,It's Automatic
288012,Joey Defrancesco,Swingin' the Samba (alternate take) (studio)
488140,Soft Cell,Le Grand Guignol
534334,Drafi Deutscher,Zukunft
834006,Howard Jones,Show Me
782360,Patti Scialfa,Stumbling To Bethlehem
376267,Steve Bug,1300
483274,Frank Marino,Wir tanzen Regae auf der Alm
32969,Any Trouble,Eastern Promise
679268,Billy Joe Shaver,Corsicana Daily Sun
75657,Julie London,Meaning Of The Blues
17912,Calibre,Bluetop
377665,Core22,Love Me Leave Me Love Me
350899,Armitage Shanks,Another Beer
717825,Dracma,Alone
60944,Joe Jackson,Sunday Papers
520831,Puppetshow,In the Evening
261506,Hooligans,Elkábít
620183,Barbara Cook/Jerome Courtland,He's Only Wonderful
727348,Farid Ortiz,Dilo
271289,Jelly Roll Kings,Have Mercy Baby
82324,Daby Touré / Souad Massi,I Won'T Forget My Roots (Manensa Asil (Miwawa))
838071,Chelonis R. Jones,Pompadour
559678,Metal Church,Beyond The Black (LP Version)
604286,Jazz Addixx,Love
564587,Tonedeff,The Distance
427714,Jimmy Yancey,State Street Special
20882,Terry Dexter,Anything (Album Version)
526752,Crackhaus,Single.mtl
152806,Eduardo Gudin,Nobre Sentimento
963327,Ed Case;Robbie Craig,Be Yourself
780103,Ronnie Spector,Won' Stop Saying Goodbye
718790,Stampin´ Ground,Unmarked Grave
477677,Banda Lamento Show De Durango,Valente Quintero
541386,Groove Armada,Likwid
485246,Dead Soul Tribe,Why?
504678,The Homens,Prende o sol
909204,Gaither Vocal Band,When We All Get Together With The Lord
578643,Devin Townsend,War
193178,Familia Valera Miranda,Caballo Viejo
845483,Blu Cantrell,Risk It All
956237,Lene Marlin,All I Can Say
128881,The Astors,As You Can See (LP Version)
145175,Matt Redman,I Will Offer Up My Life
638773,Perpetual Groove,All This Everything_ pt 1
841092,The Smashing Pumpkins,Slunk
561569,Britney Spears,I'm A Slave 4 You
226150,The Pharcyde,Passin' Me By (Brixton Flavour)
700081,Los Hooligans,Teddy (Ready Teddy)
362573,Dokken,I Remember
642597,Name The Pet,Get On The Bus
63228,Zumjay,Hype Pon A Gal
519909,George Benson,Nature Boy (Remastered Version)
493140,Aaron Watson,Unbelievably Beautiful
111022,Down Low,Down Brothers
856454,Mojo Buford,Jealous Of My Baby
963127,Foxy Shazam,Introducing Foxy
605556,Misty's Big Adventure,The Kids Are Radioactive
99787,Lawless Element,The Shining
276636,James Pants,Sky Warning
888228,220 Volt,Powergames
128051,Dose,Got Dubs
264644,FM Einheit,Verhör (Lear Suite)
676559,Jermaine Dupri featuring Jadakiss and Freeway,Hate Blood
777545,Luca Formentini,Deep Test
178037,Larry Coryell,Yesterdays
513233,Leo Marini,Amor Llamame
821952,Shawn McDonald,I Am Nothing
12517,Leki,Over The Rainbow
362514,Faces,On The Beach (LP Version)
831452,J. Tillman,This Jealous Blood
255596,Tuesdays,Mach Dich Frei
494606,Mi & L'Au,They Marry
562793,Monodeluxe,At The Beach
429853,C.J. Chenier,Banana Man
253359,Planetakis,No Faith No More
443766,1. Futurologischer Congress,Tokyo
117871,Billy Branch,Son Of Juke
771264,MJ Cole featuring Laura Vane,Watertight
407012,Harrie Jekkers,De Ikken Van 9 Jaar (lied)
21084,DREAMDAZE,Serene Anguish
878856,Max Pezzali,Ritornerò
150958,Grupo Galé,Perdóname / Más que amor
274026,Bobby Pulido,Como Sueño Contigo
85043,Gilbert Esquivel,Mezkin in the White House
983135,The Brought Low,Deathbed
137682,JoeyStarr,J'Arrive
525675,State Of The Heart,The Most Beautiful Girl In The World
36395,Tanto Metro & Devonte,Hey Girl
472111,Zakir Hussain,Subhadra 2
823813,The Trews,Got Myself To Blame
849490,Los Blue Rubatos,Samba Pa Ti
654253,Bülent Ceylan,Hasan: Was Frauen vermögen
65898,Parallel Worlds,Towards
102376,George Jones And Tammy Wynette,WHEN JESUS TAKES HIS CHILDREN HOME
122023,Hombres G,Visite Nuestro Bar
697638,Sister Carol,Honey Dub
716692,Miossec,Juste Après Qu'Il Ait Plu
809933,Link Wray,And I Love Her
702535,Indian Ropeman,Your Own Enemy
587700,Angela Lansbury,"Dear World/Act II: Ballet: ""I don't want to know"
746494,Dori Caymmi,From The Sea (Album Version)
443488,Joe Lovano,Cleveland Circle
219200,Ramon Ayala Y Sus Bravos Del Norte,Agarra La Onda Lupe
342317,Ray Vega,Chains Around My Heart
37348,The Loose Cannons,Helicop-ta
478483,Fletcher Henderson & His Orchestra,Shanghai Shuffle [1934]
221131,Scarlet Soho,Programmed To Perfection
928711,Rahat Nusrat Fateh Ali Khan,Waldat E Rasool Lallah
645907,Spike Milligan,Tower Bridge
624812,Ensemble Doulce Mémoire,München_ Bayerische Staatsbibliothek_ Mus. Ms. 1503h: Pavana El Bisson
684280,Parade,Music Thank You
623410,Sound Team,Your Eyes Are Liars
359926,Fennesz,Endless Summer
961998,Third Sight,Crawl Space
517821,Niko De Luka & Brown Sugar feat. Dawn Tallman,Good Night
861230,Pepe Aguilar,Estas Fallando
814001,Martha Tilston,Who Turns
358064,Maximilian Hecker,Anaesthesia
822753,Robert Gordon_ with Link Wray,Lonesome Train
801297,Pale Saints,Little Hammer
364673,Mi & L'Au,New Born Child
320144,Young Jeezy and Fabolous,Diddy Bop Rmx
776946,Fabri Fibra,Extralarge Featuring Vincenzo Da Via Anfossi
18136,John O'Callaghan,Big Sky
72128,Red Alert,Murder Missile (Bonus Track)
614223,Dr Zeus,Gadiyan
691770,Los Secretos,Dejame (Version 2007)
964024,The Scientist,Scientist A Cool
188822,Street Dogs,Borstal Breakout (Boston Version)
693006,The Berlin Project,Boil
478424,Iva Zanicchi,Sciogli I Cavalli Al Vento
224815,Creamy,IT'S CHRISTMAS TIME AGAIN
384184,Poncho Sanchez,Watermelon Man
655913,Namnambulu,Beaten (v.2.0)
275200,Sevara Nazarkhan,Galdir
178089,Suffocation,Liege of Inveracity
699470,Chris de Luca & Peabird,Sooperglitcher
335969,DJ Godfather,Lookin' On Da Flo
773347,Charles Schillings,Tengo Nada feat. Clémentine Célarié
675666,Los Fabulosos Cadillacs,Es Tan Lejos Aquí
555296,James Brown and The Soul G's,Get Up Offa That Thing - Original Live
938808,Rene Schuurmans,Wil jij mijn vriendje zijn
50675,Melanie,Autumn Lady
410368,MERCILESS,Girls From Near And Far
691263,Vitalic,Repair Machine (Discomix)
919391,Stellastarr*,Angela
242402,The Sweet Vandals,Too Much
517986,Rank 1,Symsonic
957267,Paul Carrack,No Doubt About It
764278,Planetshakers,Glory
670421,Roman Pushkin,I Want 2 Pay
370213,Tommy Bolin,Jam 7
597819,The B-Sides,Love Me Do (As made famous by The Beatles)
190999,SNAP!,Ooops Up
997488,Stereo Palma,Dreaming 2k9
277087,Patrick Park,Time Won't Wait
389080,Jeannie Seely,One Day At A Time
257276,Salomé De Bahia,Paulo
331291,The Boomtown Rats,Someone's Looking At You
333084,Anita Harris,The Perfect Year
796888,Nino Segarra,Y es que tu
364549,The Martian,The- Cosmic Movement
889818,Eddie Izzard,Horror Movies
773784,Hieroglyphics,Heat
204681,Pillar,Horizon
13581,Inspectah Deck featuring La the Darkman_ Barretta 9_ Killa Sin_ Street Life,9th Chamber Featuring La the Darkman_ Baretta 9_ Killa Sin_ Street Life
996377,Ben Granfelt Band,Confession Time (Album Version)
919421,Funker Vogt,Nothing To Include (Maschinen-Mix)
864707,Say No More,This Is Our Way
173336,American Hi-Fi,Something Real (Album Version)
910805,Chateau Flight,Connected (Feat. Nicola Kramer)
312259,India,Right From The Start (Album Version)
586352,Ivan Moravec,Prélude_ Choral et Fugue for Piano: I. Prélude. Moderato
631220,Serge Desaunay,Irish suite
357591,Thanatos,Outro
544474,Bronski Beat,Smalltown Boy
688963,The Primitives,Secrets
413011,The Roots,100% Dundee
588548,Roberto Ribeiro,Amor De Verdade (1995 Digital Remaster)
39941,Propaganda,Abuse
893514,Prong,Territorial Rites
21594,Stars,What The Snowman Learned About Love
511823,Thelonious Monk,Lulu Revenue Dans La Village
442605,Zoegirl,Forevermore
995181,Safi Connection,In Your Mind
796630,Belt,Accidental addiction
751459,Wa Wa Nee,I Want You
670394,Manic Street Preachers,Anorexic Rodin
59176,Bebe Winans,Oh Happy Day
240143,Yuppie Pricks,Prosperity In The U.S.A.
548310,Nebula-H,Mrs Stuart Merrill
717846,Sonny Sharrock,As We Used To Sing
415860,Gibby Haynes and His Problem,Kaiser
78794,Sonny James,First Date_ First Kiss_ First Love
206344,Thom Yorke,Analyse
455740,The Checks,Tired From Sleeping
106692,Neil Diamond,I Got The Feelin' (Oh No_ No)
101936,nor elle,Soul Laundry
980092,Luiz Melodia,Tive Sim
804560,Leb I Sol,Nisam tvoj
692533,Pulsedriver,Peace
807781,Paul Johnson,Just Dance!
236111,Memphis Jug Band,Spider's Nest Blues
434037,Royal Bangs,Tiny Prince of Keytar
766112,The Avons,Seven Little Girls Sitting In The Back Seat
693595,The Deathray Davies,The Girl Who Stole The Eiffel Tower
795710,John Waller,Calling For A Flood
139380,Jonathan Edwards,Train Of Glory (Single/LP Version)
997597,Diva DJ's Vs Nicki French,Total Eclipse Of The Heart 2006
979175,Divine Intervention,I put a spell on you
466039,Action Plan,Blood Brothers
412928,Wayne Wonder,Eternal Flame
16633,GNR,+ Vale Nunca (Ao Vivo Na Antena 3)
756564,Flywheel,Cherry Tree Close
887030,Little Richard,Heeby-Jeebies
537617,Malcolm Middleton,Stay Close Sit Tight
741949,Modeselektor,Dustin Der Kleene
743359,Deepest Blue,Deepest Blue
386683,DJ Vix,Dooron Kini Sohnie Aundi
730516,Killa Green Budds,Keep Slippin' (Rasouls Kronic Mix)
50472,Rookie Of The Year,Shoebox Moments
931569,Beats Antique,Rabat
93831,Music Explosion,Sunshine Games (2002 Digital Remaster)
598579,Los Bravos,Donde Estes
594493,Dave Evans,Sinner
312882,Chrome Dreams - CD Audio Series,A Quiet Kind Of Rebellion
323491,Tora Tora,She's Good She's Bad
92922,Stone Wall Jackson,War
647732,Scienz of Life,Dilla Forever
975984,Stray Cats,Cross That Bridge
985706,Drums & Tuba,Carrots
174134,Jackpot,Super Greedy
562768,Andreas Kauffelt,Zwischenwelt
376542,The Bishops,What's Your Number
934509,Nice Nice,A Vibration
757351,Paul Desmond;Gerry Mulligan,Untitled Blues Waltz
844172,Sean Paul,Running Out Of Time (Album Version)
857022,King Cobb Steelie,Duotang
778043,Tiny Tim,Strawberry Tea (LP Version)
193204,GODGORY,Waiting for lunacy
76878,Carolyn Dawn Johnson,Die Of A Broken Heart
506230,Point Of Grace,The Song Is Alive - Album version
195230,Neema,Break the cycle
425499,Zum,Ventaron (Pedro Maffia/Jose Horacio Staffolani)
640819,Fatal Bazooka,Fous Ta Cagoule [Instrumental Mix]
18711,The Bears,Highway 2
202055,The Mercy Cage,Transmit
460311,Richard Burton,Camelot
662105,Julius Beat,Good Night
279199,Kohfie Konnect,Wow
774084,Ahmad Jamal,And We Were Lovers (LP Version)
174484,Stanley Turrentine,One O'Clock Jump (First Version) (Rudy Van Gelder Edition) (2009 Digital Remaster)
614012,Mick Clarke,Bromley City Limits
157167,Olivia Newton-John,Love Is Letting Go Of Fear
357233,Maj karman kauniit kuvat,Kielto
140376,Walter Beasley,Things I Do For Love
279018,Muddy Waters,Trouble_ Trouble
58589,Tam Tam Go!,Lo Que Se Da No Se Quita
660410,Walter Trout,Obastacles in My Way
489733,Johan Verminnen,Een Jongen Van Vijftig
732703,Washington Phillips,Lift Him Up That's All
497106,Terry Riley,Mongolian Winds
207146,Canibus,2000 B.C. (Before Canibus)
676388,Gigi,Ketika Tangan Dan Kaki Berkata
855714,Chicane vs. Natasha Bedingfield,Bruised Water (Michael Woods Edit)
134569,Evol Intent,8 Bit Bitch
378721,Uriah Heep,Sweet Lorraine
14866,Kitty Wells,Paying For That Back Street Affair
310568,Abraham Boba,Historia de otro
760942,Paul Oakenfold,Guitar
818738,The Yardbirds,Here 'Tis
721727,Ike Yard,Cherish 8
485222,Joy Division,Love Will Tear Us Apart (The 1980 Martin Hannett Version)
685593,Maanam,Nie Bój Sie_ Nie Bój Sie
9310,Black Box Recorder,Girl Singing In The Wreckage
611867,Monsieur Dubois,I.D. #1
473053,Osker,Animal
221799,CRUX & Brooklyn Zoo vs. Human Resource,Dominator
187316,Nichols,Monté si mwen
545217,Billy Preston,You'll Never Know
709072,The Backyardigans,Almost Everything Is Boinga (featuring Alicia Keys)
592643,(hed) p.e.,Self Aware
798548,Ba Cissoko,On Veut Se Marier
365428,Tor Cesay,How 'The Perch' Happened
470069,Sparklehorse,Knives Of Summertime
510253,Laura Izibor,Yes [I'll Be Your Baby] (Album Version)
897263,Kool Keith,Mad Man Departure (Instrumental)
526452,Brian Poole & The Tremeloes,Good Lovin'
431909,Sweetback,Hope She'll Be Happier
641136,Curse,Hassliebe
217005,Iggy Pop,Fuckin' Alone (Explicit)
682246,Soul II Soul,Future
947036,Connie,I'm In Love With You
692887,Captain Tractor,Shiddy Day
603033,Middle Of The Road,El Condor Pasa
350715,Franklin Bruno,dia lara
620558,Klovner I Kamp,Scwin På Schwin
386180,Suprême NTM,Come Again
922318,Ron Kavana,The Penal Laws (Album Version)
849072,Fred Hammond,A Song Of Strength
773103,Asaf Avidan & the Mojos,Growing Tall
507717,Toño Rosario,Me Olvide De Vivir
242654,Jennifer OConnor,Always In Your Mind
936327,Funeral Dress,Oi! Oi! For The Punx
802741,Roger Taylor,Believe In Yourself
401481,Simple Minds,Sanctify Yourself (2002 Digital Remaster)
561396,Interstate,Love Freak
34519,Bandit,A Long Way (feat. Joy)
705596,Limewax,Shape Of Space
982535,Mari Trini,Hombre Marinero
395278,Hutch Hensle,Hannoveranisch
184598,The Blue Bloods,Nothing (Album Version)
718791,Joe Smooth,Promised Land
734442,Gold Panda,Like Totally
907278,Dick Haymes and Dick Haymes,It's Magic
992194,Troublemakers,Lilla Blå IIB
162478,Conjunto Clasico,Me Quieren Parar La Rumba
234728,Autopsy,Robbing The Grave
108041,Jadakiss,What You So Mad At??
384660,Pepper,Medley
85888,Chieko Kinbara,Summer Love (Anthony Nicholson Classic Disco Main Mix)
775124,Deportivo,¿ Exorde Baratté ?
474903,Timebox,Stay Here
345778,Lee Perry And The Upsetters,Jungle Lion
318221,Boytronic,You
354474,Pascal Gallet,Sonate en mi mineur Op. 7: II. Andante molto
430167,Chris Farlowe,Gangster Of Love
550147,Natural Rhythm,Stubbor Mule
421824,Robbie Basho,A North American Raga (The Plumstar)
642779,Subsonic Park,Find U Tonight
636482,Helena Noguerra / Federico Pellegrini,Share
947856,Francisco Céspedes,Esa mirada
671629,Mino,Photo dédicacée
119287,DUNCAN SHEIK,Mr. Chess
527080,David Crosby,Long Time Gone (Live LP Version)
77568,Justin Hayford,Never Swat A Fly
574617,Miriam Yeung,Let Me Hang Out
832279,US Coast Guard Band,The Thunderer
257115,Showaddywaddy,Blue Moon
149029,Eliades Ochoa Y El Cuarteto Patria,Que Sabroseao (guaracha)
566865,The Lucksmiths,Beach Boys Medley
11285,Serena Ryder,It Doesn't Matter Anymore
127666,DJ Shog,Tribute
779460,Third Day,Show Me Your Glory
699210,The Stranglers,Something better change
584471,Tally Hall,13 (Album Version) f/k/a Ruler Of Everything ([Intro])
595696,The Transients,Two-Ten_ Six-Eighteen
386144,Iron Chic,I Never Get Winded
173198,Brenda Lee,Someday You'll Want Me To Want You
792945,Super Furry Animals,Where Do You Wanna Go?
77890,Freddy Cannon,For Me & My Gal
904446,Jupiter Rising,Frenz (Album)
954808,War,River Niger (Previously Unreleased Edit Version)
582754,Playa Fly,Ghetto Eyes
372381,Anna Waronker,Goodbye
416662,Michael Salgado,Que Dios Te Perdone
56998,Igor Stravinsky,L'Oiseau de Feu (The Firebird)/Reveil de Kastchei
756685,Raduza,At není mi líto
26788,Corrupted Ideals,Taxation
970700,David & Steve Gordon,Comfortable Feeling
563964,The Association,Dubuque Blues (Album Version)
114621,Centr,Monolog
236548,Little Junior's Blue Flames,Fussin' and Fighttin' Blues
69567,Aerosmith,Dream On
226217,Too Strong,Einzelkämpfer (Feat. Rag)
937745,Lucinda Williams,Six Blocks Away (LP Version)
196635,Syncopix,Double Drag
220274,The Nashville Bluegrass Band,Kansas City Railroad Blues
218176,Queen Latifah,Quiet Nights Of Quiet Stars
184214,Sis Cunningham,No More Store Bought Teeth
452710,Chef & J7,Hold On
557305,The High Wire,Exit
661517,Young Buck & D-Tay,Fired Up (Featuring Papa Rue)
282086,Frankie J (Feat. Gemini),Won't Change
848039,Cdatakill,Exorcise the Demons
594986,Gin Blossoms,Back Of A Car
697130,Holger Hiller,We Don'T Write Anything On Paper Or So
598556,Omara Portuando,No Puedo Ser Feliz
735542,Theatre Of Tragedy,A Hamlet For A Slothful Vassal
759872,Missill,Dark Moon
578114,Doctor Explosion,Someday
113265,Pink Anderson,Boweevil
874499,Fine Taste,Woodblocker
657488,Cole Porter,Thank You So Much Mrs Lowsborough Goodby
477472,The Ones,Flawless (Phunk Investigation Dub Mix)
267423,The Brain,Box
380635,In Extremo,Mein rasend Herz
107174,David Cedeño,All In The Game
536133,Count Basie,Cheek To Cheek
755412,Styles P & The Evil Genius DJ Green Lantern,Double Trouble (Feat. Sheek Louch)
899901,Love/Hate,Wish I Had More Time
779734,Rosetta Stone,Side Effect
707964,Brick,Automen
408606,Eddy Arnold,My Daddy Is Only A Picture
47129,Sixsense,Dancing Alone
978753,WhiteSpirit,Réservoir Love
142115,Thin Lizzy,Cold Sweat
769552,Da Hool,Meet Her At The Loveparade (Airwave Remix)
494957,Darker My Love,Immediate Undertaking
726462,Marquis De Sade,Japanese Spy
338148,The Ropers,Dawn
867781,Beasts Of Bourbon,Just Right
682028,Shakira,Un Poco De Amor
892677,Bata Illic,Wenn Nikita Sehnsucht hat
53638,Laura Canales,Juego De Amor
832661,Diamanda Galas,M Dis I
888758,Gigi,Terbang
628041,Letoya,Matter
738057,Room 5 Featuring Oliver Cheatham,Make Luv (Axwell Remix)
890581,KC & The Sunshine Band,Let It Go (Part One)
92378,Robert Pete Williams,Wife And Farm Blues
657885,Bill Haley And The Comets,Caravan
512420,Yo Gotti,Police In Thug Clothin'
407833,Petra,Whole World
59816,Lili Kraus,Piano Concerto No. 12 In A Major_ KV 414: I. Allegro (Mozart)
640851,Datblygu,Merch Ty Cyngor
878362,Interpol,Evil (Live At Astoria)
611661,Electric Company,Cancer And My Name Is Larry
472603,James Zabiela,Human
95962,Rockstroh,Where Is The Love
632990,sun electric,Stimpak
368104,DJ Slugo,And Then I Let Go
678517,Curtis Mayfield,[Don't Worry] If There's A Hell Below We're All Going To Go [Single Version]
709321,Jacek Sienkiewicz,Never Landing Story
473231,Sukhwinder Singh,Taali
976944,Elysian Blaze,Anvil Chorus
119013,Angelic Upstarts,There's A Drink In It
834437,Marty Wilde,Down The Line
798520,The Lesser Birds of Paradise,Mermaid On The Blvd.
730792,Captain Hollywood Project,All I Want
558122,Nightmares On Wax feat. OC,Burn Me Slo
85083,Electrocutango,Rivadavia
223510,Jay Sean,Stay (Radio Edit)
41440,Doug Martsch,Instrumental (Album Version)
411990,Madeleine Peyroux,I'm Gonna Sit Right Down And Write Myself A Letter  (LP Version)
669385,Lisa Lois,Watching You
708802,George Benson,Where Are You Now
823827,Season To Risk,Blood Ugly
844286,Presuntos Implicados,Como hemos cambiado 2002 (Original Remix)
792132,Espers,Dead Queen
466705,Project Pitchfork,Drone Assembly
980513,D-Sisive,Up
318576,Damn Yankees,Piledriver
898738,Senser,Charming Demons (DJ Awe Mix)
